id,en_correct,zh_correct,en_char_len,zh_char_len,qwen3-8b_en_tokens,qwen3-8b_zh_tokens,qwen3-8b_ratio,deepseek-v3_en_tokens,deepseek-v3_zh_tokens,deepseek-v3_ratio,seed-coder-8b_en_tokens,seed-coder-8b_zh_tokens,seed-coder-8b_ratio,llama-3.1-8b_en_tokens,llama-3.1-8b_zh_tokens,llama-3.1-8b_ratio,gpt-4o_en_tokens,gpt-4o_zh_tokens,gpt-4o_ratio
134,1,1,670,300,263,192,0.7300380228136882,253,177,0.6996047430830039,275,186,0.6763636363636364,263,197,0.7490494296577946,263,197,0.7490494296577946
135,1,1,3591,1783,1686,1131,0.6708185053380783,1544,1024,0.6632124352331606,1761,1184,0.6723452583759227,1623,1082,0.6666666666666666,1626,1101,0.6771217712177122
136,1,1,6490,3951,2565,2603,1.0148148148148148,2481,2418,0.9746070133010882,2693,2634,0.9780913479391014,2521,2595,1.0293534311781039,2523,2594,1.0281411018628617
137,1,1,540,245,244,160,0.6557377049180327,229,144,0.62882096069869,247,159,0.6437246963562753,243,161,0.6625514403292181,243,159,0.654320987654321
138,1,1,718,447,288,275,0.9548611111111112,260,231,0.8884615384615384,303,267,0.8811881188118812,265,250,0.9433962264150944,265,250,0.9433962264150944
139,1,1,8338,2376,3706,1455,0.3926065839179709,3458,1320,0.3817235396182765,3707,1435,0.3871054761262476,3659,1462,0.3995627220552063,3715,1461,0.3932705248990579
140,1,1,486,372,227,219,0.9647577092511013,208,191,0.9182692307692307,233,210,0.9012875536480687,217,208,0.9585253456221198,217,207,0.9539170506912442
141,1,1,6215,3607,2137,2719,1.2723444080486663,1992,2504,1.2570281124497993,2156,2745,1.273191094619666,1992,2536,1.2730923694779117,1999,2505,1.2531265632816408
142,1,1,1721,856,855,576,0.6736842105263158,639,478,0.7480438184663537,903,583,0.64562569213732,662,503,0.7598187311178247,677,504,0.7444608567208272
143,1,1,893,637,453,400,0.8830022075055187,422,370,0.8767772511848341,470,402,0.8553191489361702,443,391,0.8826185101580135,442,395,0.8936651583710408
144,1,1,703,552,279,376,1.3476702508960574,256,327,1.27734375,284,368,1.295774647887324,264,357,1.3522727272727273,264,356,1.3484848484848484
145,1,1,985,567,379,355,0.9366754617414248,330,291,0.8818181818181818,393,351,0.8931297709923665,341,320,0.9384164222873901,338,318,0.9408284023668639
146,1,1,1771,1037,797,622,0.7804265997490589,718,561,0.7813370473537604,833,642,0.7707082833133253,763,607,0.7955439056356488,763,607,0.7955439056356488
147,1,1,1235,760,486,421,0.8662551440329218,433,376,0.8683602771362586,486,416,0.8559670781893004,471,418,0.8874734607218684,472,429,0.9088983050847458
148,1,1,6122,6487,2889,4446,1.5389408099688473,2567,3586,1.3969614335800546,2957,4569,1.545147108555969,2683,3791,1.4129705553484906,2692,3773,1.401560178306092
149,1,1,2639,1553,1186,842,0.7099494097807757,1136,799,0.7033450704225352,1216,870,0.7154605263157895,1183,846,0.7151310228233305,1186,851,0.7175379426644182
15,1,1,3161,2584,1325,1719,1.2973584905660378,1182,1459,1.2343485617597292,1379,1744,1.2646845540246556,1224,1618,1.3218954248366013,1225,1624,1.3257142857142856
150,1,1,1426,916,605,542,0.8958677685950414,551,477,0.8656987295825771,625,543,0.8688,577,508,0.8804159445407279,587,512,0.8722316865417377
151,1,1,1745,986,506,632,1.2490118577075098,496,566,1.1411290322580645,511,616,1.2054794520547945,506,680,1.3438735177865613,508,673,1.3248031496062993
152,1,1,2423,1455,740,931,1.258108108108108,697,837,1.2008608321377332,754,931,1.2347480106100797,710,931,1.3112676056338028,710,906,1.276056338028169
153,1,1,4236,2049,1970,1129,0.5730964467005076,1766,974,0.551528878822197,1929,1124,0.5826853291861068,1932,1104,0.5714285714285714,1939,1110,0.5724600309437855
154,1,1,8308,2403,3992,1462,0.3662324649298597,3665,1378,0.3759890859481583,4131,1524,0.36891793754538854,3809,1458,0.3827776319243896,3912,1487,0.3801124744376278
155,1,1,522,278,227,177,0.7797356828193832,209,157,0.7511961722488039,235,174,0.7404255319148936,219,179,0.817351598173516,218,177,0.8119266055045872
156,1,1,1855,1787,889,1103,1.2407199100112485,807,993,1.2304832713754648,930,1130,1.2150537634408602,852,1065,1.25,863,1063,1.231749710312862
157,1,1,2782,3096,1628,2124,1.3046683046683047,1598,2039,1.2759699624530663,1710,2236,1.3076023391812865,1622,2107,1.2990135635018496,1621,2074,1.2794571252313387
158,1,1,1372,1154,628,689,1.0971337579617835,591,619,1.0473773265651438,672,716,1.0654761904761905,611,681,1.1145662847790507,620,684,1.103225806451613
159,1,1,2608,5495,1154,2928,2.537261698440208,1050,2631,2.505714285714286,1213,2986,2.4616652926628193,1093,2854,2.6111619396157364,1099,2843,2.5868971792538673
16,1,1,6743,6924,3029,3937,1.2997689006272697,2680,3336,1.2447761194029852,3181,3914,1.2304306821754165,2859,3726,1.3032528856243442,2936,3738,1.2731607629427792
160,1,1,901,546,395,359,0.9088607594936708,343,287,0.8367346938775511,405,358,0.8839506172839506,351,304,0.8660968660968661,351,302,0.8603988603988604
161,1,1,958,326,377,217,0.5755968169761273,334,181,0.5419161676646707,404,211,0.5222772277227723,344,200,0.5813953488372093,345,200,0.5797101449275363
162,1,1,442,248,208,145,0.6971153846153846,189,134,0.708994708994709,225,154,0.6844444444444444,199,141,0.7085427135678392,207,145,0.7004830917874396
163,1,1,544,238,250,145,0.58,225,123,0.5466666666666666,263,141,0.5361216730038023,233,133,0.5708154506437768,235,134,0.5702127659574469
165,1,1,664,503,302,303,1.0033112582781456,281,279,0.9928825622775801,312,302,0.967948717948718,290,296,1.0206896551724138,289,294,1.0173010380622838
166,1,1,4873,2979,2604,1843,0.7077572964669739,2344,1647,0.7026450511945392,2661,1896,0.7125140924464487,2461,1745,0.7090613571718813,2465,1769,0.7176470588235294
167,1,1,1210,425,520,306,0.5884615384615385,472,264,0.559322033898305,556,318,0.5719424460431655,480,276,0.575,482,275,0.5705394190871369
168,1,1,3124,2695,1415,1686,1.1915194346289752,1314,1497,1.139269406392694,1506,1766,1.1726427622841966,1377,1641,1.1917211328976034,1382,1600,1.1577424023154848
169,1,1,1139,439,430,288,0.6697674418604651,408,255,0.625,459,283,0.616557734204793,427,281,0.65807962529274,425,285,0.6705882352941176
170,1,1,2641,1902,1258,1195,0.9499205087440381,1131,1064,0.9407603890362511,1301,1250,0.9607993850883936,1188,1123,0.9452861952861953,1197,1111,0.9281537176274018
171,1,1,963,369,431,227,0.5266821345707656,402,176,0.43781094527363185,467,229,0.49036402569593146,413,191,0.46246973365617433,411,191,0.46472019464720193
172,1,1,1620,408,841,299,0.3555291319857313,700,235,0.3357142857142857,839,275,0.32777115613825986,739,273,0.36941813261163736,738,273,0.3699186991869919
173,1,1,271,202,122,126,1.0327868852459017,105,106,1.0095238095238095,123,123,1.0,110,114,1.0363636363636364,110,113,1.0272727272727273
174,1,1,2046,1010,938,597,0.6364605543710021,836,520,0.6220095693779905,959,597,0.6225234619395204,935,594,0.6352941176470588,949,605,0.6375131717597471
175,1,1,660,284,276,174,0.6304347826086957,263,160,0.6083650190114068,301,183,0.6079734219269103,276,180,0.6521739130434783,279,186,0.6666666666666666
176,1,1,2006,1200,886,736,0.8306997742663657,806,649,0.8052109181141439,927,769,0.8295577130528586,850,725,0.8529411764705882,851,707,0.8307873090481787
177,1,1,799,309,347,225,0.6484149855907781,310,184,0.5935483870967742,355,211,0.5943661971830986,324,205,0.6327160493827161,323,204,0.631578947368421
178,1,1,2574,1991,1193,1265,1.0603520536462698,1115,1153,1.0340807174887892,1221,1303,1.0671580671580672,1151,1194,1.0373588184187663,1151,1216,1.0564726324934839
179,1,1,4349,4143,2148,2580,1.2011173184357542,1807,2145,1.1870503597122302,2240,2619,1.1691964285714285,1883,2328,1.236325013276686,1890,2330,1.2328042328042328
180,1,1,308,196,144,130,0.9027777777777778,130,119,0.9153846153846154,146,134,0.9178082191780822,139,126,0.9064748201438849,140,130,0.9285714285714286
181,1,1,1710,1602,770,933,1.2116883116883117,682,777,1.1392961876832846,829,955,1.1519903498190591,716,864,1.2067039106145252,708,856,1.2090395480225988
182,1,1,3045,3604,1147,2330,2.031386224934612,1098,2142,1.9508196721311475,1212,2314,1.9092409240924093,1146,2370,2.068062827225131,1149,2322,2.02088772845953
183,1,1,1019,822,466,518,1.111587982832618,446,485,1.0874439461883407,504,537,1.0654761904761905,461,521,1.1301518438177873,461,511,1.1084598698481563
184,1,1,532,288,265,209,0.7886792452830189,223,152,0.6816143497757847,287,211,0.735191637630662,231,163,0.7056277056277056,230,163,0.7086956521739131
185,1,1,3812,1713,1773,1001,0.5645798082346306,1637,914,0.5583384239462431,1836,1008,0.5490196078431373,1732,974,0.5623556581986143,1747,975,0.5580995993131082
186,1,1,490,241,248,164,0.6612903225806451,217,137,0.631336405529954,253,154,0.6086956521739131,231,156,0.6753246753246753,230,155,0.6739130434782609
187,1,1,953,783,416,416,1.0,388,384,0.9896907216494846,443,430,0.9706546275395034,403,394,0.9776674937965261,397,390,0.982367758186398
188,1,1,2023,1284,911,799,0.8770581778265643,849,703,0.8280329799764429,955,805,0.8429319371727748,885,764,0.8632768361581921,886,761,0.8589164785553047
189,1,1,1128,967,565,616,1.0902654867256638,506,536,1.0592885375494072,579,605,1.0449050086355787,537,584,1.0875232774674115,537,580,1.080074487895717
19,1,1,3537,6527,1782,3941,2.2115600448933783,1538,3458,2.2483745123537062,1812,3962,2.186534216335541,1686,3753,2.2259786476868326,1687,3749,2.222288085358625
191,1,1,723,481,209,283,1.354066985645933,203,262,1.29064039408867,218,291,1.334862385321101,205,313,1.526829268292683,204,313,1.5343137254901962
192,1,1,1066,564,427,378,0.8852459016393442,383,302,0.7885117493472585,443,365,0.8239277652370203,399,348,0.8721804511278195,399,347,0.8696741854636592
193,1,1,975,737,462,484,1.0476190476190477,378,381,1.007936507936508,476,497,1.0441176470588236,400,417,1.0425,398,411,1.0326633165829147
194,1,1,6002,2169,2365,1546,0.6536997885835095,2135,1402,0.6566744730679157,2430,1452,0.5975308641975309,2352,1581,0.6721938775510204,2386,1570,0.6580050293378038
195,1,1,502,319,239,227,0.9497907949790795,226,198,0.8761061946902655,258,232,0.8992248062015504,239,206,0.8619246861924686,242,209,0.8636363636363636
196,1,1,876,657,385,446,1.1584415584415584,327,372,1.1376146788990826,407,442,1.085995085995086,344,385,1.119186046511628,343,391,1.1399416909620992
197,1,1,2616,1448,1335,865,0.6479400749063671,1247,815,0.6535685645549318,1364,877,0.6429618768328446,1314,872,0.6636225266362252,1315,866,0.6585551330798479
198,1,1,2549,2009,1219,1325,1.0869565217391304,1038,1095,1.0549132947976878,1271,1322,1.040125885129819,1091,1206,1.1054078826764435,1095,1211,1.1059360730593608
199,1,1,734,294,334,193,0.5778443113772455,326,179,0.549079754601227,354,200,0.5649717514124294,334,189,0.5658682634730539,336,190,0.5654761904761905
200,1,1,869,484,349,221,0.6332378223495702,334,216,0.6467065868263473,370,237,0.6405405405405405,335,208,0.6208955223880597,327,203,0.6207951070336392
201,1,1,1667,1404,762,891,1.169291338582677,693,783,1.12987012987013,783,899,1.1481481481481481,714,843,1.180672268907563,721,853,1.1830790568654646
202,1,1,7669,1522,2845,801,0.28154657293497365,2656,725,0.2729668674698795,2912,809,0.2778159340659341,2819,798,0.28307910606598086,2819,778,0.27598439162823696
203,1,1,2601,2111,987,1402,1.420466058763931,860,1202,1.3976744186046512,1053,1426,1.3542260208926875,903,1299,1.4385382059800664,931,1337,1.4360902255639099
204,1,1,875,444,409,285,0.6968215158924206,372,240,0.6451612903225806,444,296,0.6666666666666666,390,265,0.6794871794871795,390,261,0.6692307692307692
205,1,1,1595,1172,539,756,1.4025974025974026,526,703,1.3365019011406845,542,749,1.381918819188192,539,764,1.417439703153989,537,752,1.4003724394785848
206,1,1,727,227,216,145,0.6712962962962963,211,132,0.6255924170616114,216,142,0.6574074074074074,207,140,0.6763285024154589,200,137,0.685
207,1,1,1662,1490,767,927,1.2086049543676662,721,849,1.1775312066574202,805,953,1.1838509316770187,734,897,1.2220708446866484,726,896,1.234159779614325
208,1,1,1104,686,507,426,0.8402366863905325,473,391,0.8266384778012685,530,446,0.8415094339622642,489,402,0.8220858895705522,488,399,0.8176229508196722
209,1,1,5623,4640,2793,2686,0.9616899391335482,2614,2314,0.8852333588370314,2903,2718,0.9362728212194282,2676,2477,0.9256352765321375,2692,2491,0.9253343239227341
210,1,1,1455,1388,743,876,1.1790040376850606,634,722,1.138801261829653,808,948,1.1732673267326732,656,732,1.1158536585365855,685,751,1.0963503649635036
211,1,1,1526,834,633,516,0.8151658767772512,619,476,0.7689822294022617,678,529,0.7802359882005899,630,519,0.8238095238095238,648,525,0.8101851851851852
212,1,1,6971,5829,3058,3429,1.1213211249182473,2859,3158,1.1045820216859041,3245,3548,1.0933744221879815,3026,3443,1.1378056840713813,3124,3531,1.130281690140845
214,1,1,1572,919,733,567,0.7735334242837654,661,500,0.75642965204236,764,577,0.7552356020942408,695,544,0.7827338129496403,697,536,0.7690100430416069
215,1,1,778,431,319,261,0.8181818181818182,304,235,0.7730263157894737,340,266,0.7823529411764706,319,264,0.8275862068965517,317,255,0.804416403785489
216,1,1,1648,1186,735,773,1.051700680272109,628,635,1.0111464968152866,760,778,1.0236842105263158,642,694,1.0809968847352025,641,688,1.0733229329173166
217,1,1,1241,613,399,410,1.0275689223057645,379,363,0.9577836411609498,409,405,0.9902200488997555,382,418,1.094240837696335,381,422,1.1076115485564304
218,1,1,1709,1342,780,794,1.0179487179487179,704,712,1.0113636363636365,818,817,0.9987775061124694,732,752,1.0273224043715847,747,760,1.0174029451137885
219,1,1,793,688,339,414,1.2212389380530972,305,374,1.2262295081967214,349,434,1.2435530085959885,328,405,1.2347560975609757,328,414,1.2621951219512195
22,1,1,5622,3196,2111,2417,1.1449549976314544,2043,2174,1.0641213901125794,2185,2293,1.0494279176201373,2069,2315,1.1188980183663606,2065,2269,1.0987893462469733
220,1,1,2093,1029,724,633,0.8743093922651933,684,578,0.8450292397660819,762,640,0.8398950131233596,702,639,0.9102564102564102,701,645,0.920114122681883
221,1,1,1397,1146,649,674,1.0385208012326657,600,599,0.9983333333333333,670,668,0.9970149253731343,626,660,1.0543130990415335,622,659,1.0594855305466238
222,1,1,1053,635,333,418,1.2552552552552552,320,366,1.14375,353,403,1.141643059490085,330,447,1.3545454545454545,331,439,1.3262839879154078
223,1,1,1103,579,504,378,0.75,453,340,0.7505518763796909,525,389,0.7409523809523809,480,367,0.7645833333333333,478,363,0.7594142259414226
224,1,1,674,158,279,98,0.35125448028673834,262,88,0.33587786259541985,289,99,0.34256055363321797,274,95,0.3467153284671533,273,95,0.34798534798534797
225,1,1,400,261,185,184,0.9945945945945946,154,146,0.948051948051948,193,184,0.9533678756476683,166,166,1.0,166,165,0.9939759036144579
226,1,1,836,522,367,331,0.9019073569482289,302,276,0.9139072847682119,394,323,0.8197969543147208,315,311,0.9873015873015873,313,311,0.9936102236421726
227,1,1,671,260,312,190,0.6089743589743589,281,161,0.5729537366548043,314,187,0.5955414012738853,292,166,0.5684931506849316,291,167,0.5738831615120275
228,1,1,808,173,418,108,0.2583732057416268,397,93,0.23425692695214106,452,105,0.2323008849557522,406,100,0.24630541871921183,407,99,0.24324324324324326
229,1,1,891,594,305,356,1.1672131147540983,299,335,1.120401337792642,316,361,1.1424050632911393,303,360,1.188118811881188,302,357,1.1821192052980132
23,1,1,3948,2289,1841,1380,0.7495926127104834,1659,1188,0.7160940325497287,1969,1389,0.7054342305738954,1726,1317,0.7630359212050984,1765,1341,0.7597733711048159
230,1,1,899,481,334,316,0.9461077844311377,291,251,0.8625429553264605,335,293,0.8746268656716418,298,280,0.9395973154362416,296,277,0.9358108108108109
231,1,1,1211,1279,601,796,1.324459234608985,479,650,1.3569937369519833,630,824,1.307936507936508,493,672,1.3630831643002028,502,683,1.3605577689243027
232,1,1,1962,1102,965,700,0.7253886010362695,770,550,0.7142857142857143,1025,715,0.697560975609756,803,581,0.7235367372353674,803,582,0.7247820672478207
233,1,1,868,626,351,435,1.2393162393162394,298,340,1.1409395973154361,360,423,1.175,304,364,1.1973684210526316,304,369,1.2138157894736843
234,1,1,322,247,172,165,0.9593023255813954,165,153,0.9272727272727272,174,168,0.9655172413793104,171,162,0.9473684210526315,170,158,0.9294117647058824
235,1,1,3011,1290,1167,756,0.6478149100257069,1048,652,0.6221374045801527,1216,777,0.6389802631578947,1090,705,0.6467889908256881,1089,709,0.6510560146923783
236,1,1,1110,352,564,249,0.44148936170212766,477,204,0.4276729559748428,572,236,0.4125874125874126,497,229,0.4607645875251509,496,225,0.4536290322580645
238,1,1,1689,1219,749,797,1.0640854472630175,686,714,1.0408163265306123,773,779,1.0077619663648125,702,779,1.1096866096866096,702,770,1.0968660968660968
239,1,1,764,481,305,260,0.8524590163934426,270,222,0.8222222222222222,323,256,0.7925696594427245,289,252,0.8719723183391004,292,255,0.8732876712328768
24,1,1,2446,2003,1237,1161,0.9385610347615198,1093,1010,0.9240622140896615,1303,1191,0.9140445126630852,1163,1088,0.9355116079105761,1166,1096,0.9399656946826758
240,1,1,6124,3418,3262,2426,0.7437155119558553,2946,2191,0.7437202987101154,3412,2433,0.713071512309496,3001,2286,0.7617460846384538,3078,2251,0.7313190383365822
241,1,1,2112,1220,798,717,0.8984962406015038,737,609,0.8263229308005428,841,702,0.8347205707491082,763,691,0.9056356487549148,764,680,0.8900523560209425
242,1,1,2725,2272,1261,1221,0.9682791435368755,1067,986,0.9240862230552952,1262,1160,0.919175911251981,1189,1175,0.9882253994953742,1172,1147,0.9786689419795221
243,1,1,1589,1075,648,594,0.9166666666666666,624,526,0.842948717948718,670,574,0.8567164179104477,641,588,0.9173166926677067,642,582,0.9065420560747663
244,1,1,1482,989,751,652,0.8681757656458056,693,582,0.8398268398268398,796,651,0.8178391959798995,712,630,0.8848314606741573,719,625,0.8692628650904033
245,1,1,1305,927,506,587,1.1600790513833992,485,538,1.109278350515464,544,618,1.1360294117647058,503,586,1.1650099403578529,502,600,1.1952191235059761
246,1,1,3441,2931,2121,2037,0.9603960396039604,1686,1618,0.9596678529062871,2239,2178,0.9727556945064761,1699,1640,0.9652736904061212,1698,1648,0.9705535924617197
247,1,1,2014,1141,835,809,0.9688622754491018,689,650,0.9433962264150944,876,837,0.9554794520547946,725,697,0.9613793103448276,720,678,0.9416666666666667
248,1,1,3286,2528,1439,1621,1.126476719944406,1356,1487,1.0966076696165192,1529,1677,1.0967952910398953,1433,1620,1.1304954640614095,1450,1631,1.1248275862068966
249,1,1,1652,830,689,511,0.7416545718432511,625,451,0.7216,714,518,0.7254901960784313,646,481,0.7445820433436533,660,481,0.7287878787878788
250,1,1,1036,777,359,458,1.275766016713092,345,413,1.1971014492753622,402,451,1.1218905472636815,357,465,1.3025210084033614,373,466,1.2493297587131367
252,1,1,3368,2819,1474,1738,1.1791044776119404,1162,1359,1.1695352839931152,1553,1797,1.1571152607855764,1232,1452,1.1785714285714286,1275,1481,1.1615686274509804
253,1,1,5221,3679,2162,1944,0.8991674375578168,2026,1765,0.8711747285291214,2213,1994,0.9010393131495708,2145,1923,0.8965034965034965,2149,1912,0.8897161470451372
254,1,1,1420,920,711,565,0.7946554149085795,668,535,0.8008982035928144,742,587,0.7911051212938005,703,563,0.8008534850640113,711,571,0.8030942334739803
255,1,1,6288,4991,2810,2988,1.0633451957295375,2630,2758,1.0486692015209125,2950,3022,1.024406779661017,2810,2984,1.0619217081850534,2892,2920,1.0096818810511756
256,1,1,4435,2535,1842,1687,0.9158523344191096,1693,1486,0.8777318369757826,1928,1694,0.8786307053941909,1737,1604,0.9234312032239493,1742,1575,0.9041331802525833
257,1,1,1093,813,469,470,1.0021321961620469,406,400,0.9852216748768473,500,465,0.93,432,444,1.0277777777777777,432,446,1.0324074074074074
258,1,1,1961,1046,1044,723,0.6925287356321839,918,628,0.6840958605664488,1073,746,0.6952469711090401,934,669,0.7162740899357601,946,668,0.7061310782241015
259,1,1,1683,1136,752,731,0.9720744680851063,635,606,0.9543307086614173,800,752,0.94,677,649,0.9586410635155096,677,639,0.9438700147710487
26,1,1,3087,2096,1453,1298,0.8933241569167241,1276,1104,0.8652037617554859,1501,1324,0.8820786142571619,1340,1217,0.9082089552238806,1342,1202,0.8956780923994039
260,1,1,1340,1251,688,774,1.125,620,681,1.0983870967741935,730,797,1.0917808219178082,647,736,1.1375579598145287,655,728,1.1114503816793893
261,1,1,1889,1377,733,797,1.08731241473397,703,754,1.0725462304409672,797,810,1.0163111668757843,733,817,1.1145975443383356,758,837,1.104221635883905
262,1,1,550,401,237,226,0.9535864978902954,213,194,0.9107981220657277,260,233,0.8961538461538462,221,210,0.9502262443438914,226,214,0.9469026548672567
263,1,1,776,400,306,237,0.7745098039215687,275,210,0.7636363636363637,312,240,0.7692307692307693,290,223,0.7689655172413793,287,217,0.7560975609756098
264,1,1,479,331,220,194,0.8818181818181818,210,183,0.8714285714285714,239,203,0.8493723849372385,220,191,0.8681818181818182,219,192,0.8767123287671232
265,1,1,4280,4860,1467,2749,1.8738922972051806,1330,2285,1.718045112781955,1458,2649,1.816872427983539,1389,2689,1.9359251259899208,1387,2688,1.9379956741167987
266,1,1,874,751,377,427,1.1326259946949602,339,370,1.0914454277286136,371,400,1.0781671159029649,366,417,1.139344262295082,357,409,1.145658263305322
267,1,1,2810,3170,1375,2059,1.4974545454545454,1336,1881,1.407934131736527,1465,2129,1.4532423208191125,1354,1963,1.4497784342688331,1355,1966,1.4509225092250924
268,1,1,2920,4043,1252,2571,2.053514376996805,1136,2227,1.960387323943662,1276,2515,1.9710031347962382,1203,2477,2.059019118869493,1206,2441,2.0240464344941955
269,1,1,716,346,294,225,0.7653061224489796,269,189,0.7026022304832714,310,222,0.7161290322580646,276,205,0.7427536231884058,276,201,0.7282608695652174
