id,en_correct,zh_correct,en_char_len,zh_char_len,qwen3-8b_en_tokens,qwen3-8b_zh_tokens,qwen3-8b_ratio,deepseek-v3_en_tokens,deepseek-v3_zh_tokens,deepseek-v3_ratio,seed-coder-8b_en_tokens,seed-coder-8b_zh_tokens,seed-coder-8b_ratio
gsm8k_test_000020,1,1,1052,502,326,345,1.0582822085889572,301,309,1.026578073089701,344,342,0.9941860465116279
gsm8k_test_000021,1,1,543,419,169,218,1.2899408284023668,151,188,1.2450331125827814,180,219,1.2166666666666666
gsm8k_test_000022,1,1,394,258,112,138,1.2321428571428572,114,136,1.1929824561403508,116,148,1.2758620689655173
gsm8k_test_000023,1,1,445,130,147,80,0.54421768707483,136,72,0.5294117647058824,155,80,0.5161290322580645
gsm8k_test_000024,1,1,309,180,125,118,0.944,109,96,0.8807339449541285,133,123,0.924812030075188
gsm8k_test_000025,1,1,519,322,204,210,1.0294117647058822,192,191,0.9947916666666666,214,218,1.0186915887850467
gsm8k_test_000026,1,1,591,290,233,193,0.8283261802575107,197,159,0.8071065989847716,238,196,0.8235294117647058
gsm8k_test_000027,1,1,315,206,114,128,1.1228070175438596,105,106,1.0095238095238095,120,133,1.1083333333333334
gsm8k_test_000028,1,1,442,166,135,100,0.7407407407407407,123,87,0.7073170731707317,142,105,0.7394366197183099
gsm8k_test_000029,1,1,542,276,164,200,1.2195121951219512,154,152,0.987012987012987,174,180,1.0344827586206897
gsm8k_test_000030,1,1,550,223,229,140,0.611353711790393,195,110,0.5641025641025641,238,144,0.6050420168067226
gsm8k_test_000031,1,1,629,338,243,210,0.8641975308641975,212,172,0.8113207547169812,251,220,0.8764940239043825
gsm8k_test_000032,1,1,550,334,176,191,1.0852272727272727,166,169,1.0180722891566265,186,195,1.0483870967741935
gsm8k_test_000033,1,1,647,219,241,144,0.5975103734439834,209,118,0.5645933014354066,257,146,0.5680933852140078
gsm8k_test_000034,1,1,553,335,181,177,0.9779005524861878,165,157,0.9515151515151515,192,182,0.9479166666666666
gsm8k_test_000035,1,1,341,282,118,164,1.3898305084745763,113,149,1.3185840707964602,122,173,1.4180327868852458
gsm8k_test_000036,1,1,409,255,174,175,1.0057471264367817,160,144,0.9,171,174,1.0175438596491229
gsm8k_test_000037,0,0,1007,1582,304,1054,3.4671052631578947,285,828,2.905263157894737,317,1027,3.2397476340694005
gsm8k_test_000038,1,1,665,373,224,207,0.9241071428571429,208,188,0.9038461538461539,229,214,0.9344978165938864
gsm8k_test_000039,0,0,1429,688,461,405,0.8785249457700651,443,354,0.7990970654627539,482,396,0.8215767634854771
gsm8k_test_000040,0,1,696,256,243,108,0.4444444444444444,236,122,0.5169491525423728,253,121,0.4782608695652174
gsm8k_test_000041,1,1,608,173,192,117,0.609375,169,94,0.5562130177514792,204,111,0.5441176470588235
gsm8k_test_000042,1,1,390,148,124,95,0.7661290322580645,117,80,0.6837606837606838,132,98,0.7424242424242424
gsm8k_test_000043,1,1,845,486,272,317,1.1654411764705883,236,266,1.1271186440677967,293,297,1.0136518771331058
gsm8k_test_000044,0,1,958,521,328,336,1.024390243902439,293,277,0.9453924914675768,343,334,0.9737609329446064
gsm8k_test_000045,1,1,855,595,272,355,1.3051470588235294,255,294,1.1529411764705881,286,353,1.2342657342657342
gsm8k_test_000046,1,1,750,243,226,161,0.7123893805309734,207,135,0.6521739130434783,236,171,0.7245762711864406
gsm8k_test_000047,0,1,1200,384,413,263,0.6368038740920097,365,223,0.6109589041095891,422,263,0.6232227488151659
gsm8k_test_000048,1,1,456,207,140,131,0.9357142857142857,136,111,0.8161764705882353,145,127,0.8758620689655172
gsm8k_test_000049,1,1,632,349,207,207,1.0,187,179,0.9572192513368984,217,212,0.9769585253456221
gsm8k_test_000050,1,1,696,289,231,169,0.7316017316017316,204,143,0.7009803921568627,244,178,0.7295081967213115
gsm8k_test_000051,1,1,742,239,225,143,0.6355555555555555,213,118,0.5539906103286385,236,145,0.614406779661017
gsm8k_test_000052,1,1,871,307,260,200,0.7692307692307693,243,178,0.7325102880658436,272,198,0.7279411764705882
gsm8k_test_000053,1,1,876,495,291,323,1.1099656357388317,256,240,0.9375,300,314,1.0466666666666666
gsm8k_test_000054,1,1,851,244,253,157,0.6205533596837944,244,135,0.5532786885245902,268,157,0.585820895522388
gsm8k_test_000055,1,1,278,158,101,103,1.0198019801980198,97,90,0.9278350515463918,105,99,0.9428571428571428
gsm8k_test_000056,1,1,421,170,124,103,0.8306451612903226,121,92,0.7603305785123967,132,107,0.8106060606060606
gsm8k_test_000057,1,1,688,264,202,194,0.9603960396039604,175,143,0.8171428571428572,207,187,0.9033816425120773
gsm8k_test_000058,1,0,529,499,232,318,1.3706896551724137,191,274,1.4345549738219896,237,325,1.371308016877637
gsm8k_test_000059,1,1,470,216,135,131,0.9703703703703703,126,110,0.873015873015873,143,137,0.958041958041958
gsm8k_test_000060,1,1,417,334,147,226,1.5374149659863945,140,191,1.3642857142857143,157,217,1.3821656050955413
gsm8k_test_000061,1,1,353,267,133,165,1.2406015037593985,113,133,1.176991150442478,137,173,1.2627737226277371
gsm8k_test_000062,0,0,2558,717,821,477,0.5809987819732034,723,375,0.5186721991701245,840,488,0.580952380952381
gsm8k_test_000063,1,1,798,434,268,257,0.9589552238805971,232,208,0.896551724137931,273,264,0.967032967032967
gsm8k_test_000064,1,0,673,411,213,272,1.2769953051643192,192,242,1.2604166666666667,220,269,1.2227272727272727
gsm8k_test_000065,1,1,361,278,130,169,1.3,130,151,1.1615384615384616,134,169,1.2611940298507462
gsm8k_test_000066,1,1,533,223,178,135,0.7584269662921348,176,125,0.7102272727272727,189,140,0.7407407407407407
gsm8k_test_000067,1,1,479,313,173,197,1.138728323699422,157,155,0.9872611464968153,182,197,1.0824175824175823
gsm8k_test_000068,1,1,709,271,232,149,0.6422413793103449,209,127,0.6076555023923444,240,152,0.6333333333333333
gsm8k_test_000069,1,1,644,360,184,218,1.184782608695652,170,184,1.0823529411764705,199,210,1.0552763819095476
gsm8k_test_000070,1,1,614,500,188,316,1.6808510638297873,174,260,1.4942528735632183,194,293,1.5103092783505154
gsm8k_test_000071,1,1,268,185,77,117,1.5194805194805194,71,97,1.3661971830985915,81,119,1.4691358024691359
gsm8k_test_000072,1,1,608,186,183,127,0.6939890710382514,172,103,0.5988372093023255,191,120,0.6282722513089005
gsm8k_test_000073,1,1,596,614,214,356,1.6635514018691588,184,296,1.608695652173913,218,358,1.6422018348623852
gsm8k_test_000074,1,1,488,305,187,210,1.1229946524064172,176,193,1.0965909090909092,200,213,1.065
gsm8k_test_000075,1,1,611,286,228,197,0.8640350877192983,203,168,0.8275862068965517,237,208,0.8776371308016878
gsm8k_test_000076,1,1,1232,571,407,369,0.9066339066339066,353,309,0.8753541076487252,425,364,0.8564705882352941
gsm8k_test_000077,1,1,804,292,262,169,0.6450381679389313,233,133,0.5708154506437768,275,168,0.610909090909091
gsm8k_test_000078,1,1,898,599,308,385,1.25,279,343,1.2293906810035842,324,399,1.2314814814814814
gsm8k_test_000079,1,1,403,230,135,138,1.0222222222222221,117,112,0.9572649572649573,139,140,1.0071942446043165
gsm8k_test_000080,1,1,493,225,168,133,0.7916666666666666,154,123,0.7987012987012987,177,137,0.7740112994350282
gsm8k_test_000081,1,0,632,185,198,115,0.5808080808080808,184,94,0.5108695652173914,209,128,0.6124401913875598
gsm8k_test_000082,1,1,406,156,146,101,0.6917808219178082,122,78,0.639344262295082,150,106,0.7066666666666667
gsm8k_test_000083,1,1,433,184,129,116,0.8992248062015504,123,100,0.8130081300813008,135,118,0.8740740740740741
gsm8k_test_000084,1,1,508,294,184,193,1.048913043478261,168,161,0.9583333333333334,195,199,1.0205128205128204
gsm8k_test_000085,1,0,724,116,206,74,0.3592233009708738,192,63,0.328125,220,78,0.35454545454545455
gsm8k_test_000086,1,0,635,629,198,374,1.8888888888888888,193,337,1.7461139896373057,205,410,2.0
gsm8k_test_000087,1,0,1054,688,353,419,1.1869688385269122,304,356,1.1710526315789473,365,439,1.2027397260273973
gsm8k_test_000088,1,1,493,210,180,145,0.8055555555555556,152,113,0.743421052631579,188,147,0.7819148936170213
gsm8k_test_000089,1,0,295,248,104,142,1.3653846153846154,96,126,1.3125,109,149,1.3669724770642202
gsm8k_test_000090,1,0,740,184,248,122,0.49193548387096775,227,101,0.44493392070484583,257,126,0.490272373540856
gsm8k_test_000091,1,1,671,170,239,113,0.47280334728033474,223,107,0.4798206278026906,246,118,0.4796747967479675
gsm8k_test_000092,1,1,679,339,246,249,1.0121951219512195,236,216,0.9152542372881356,255,230,0.9019607843137255
gsm8k_test_000093,1,1,940,496,342,313,0.9152046783625731,308,262,0.8506493506493507,354,321,0.9067796610169492
gsm8k_test_000094,0,1,832,386,293,229,0.7815699658703071,250,187,0.748,297,236,0.7946127946127947
gsm8k_test_000095,1,1,417,370,163,234,1.4355828220858895,139,193,1.3884892086330936,169,239,1.4142011834319526
gsm8k_test_000096,1,1,404,140,132,77,0.5833333333333334,130,73,0.5615384615384615,139,80,0.5755395683453237
gsm8k_test_000097,1,1,831,411,242,239,0.987603305785124,224,212,0.9464285714285714,252,247,0.9801587301587301
gsm8k_test_000098,1,1,934,313,281,205,0.7295373665480427,262,171,0.6526717557251909,287,207,0.7212543554006968
gsm8k_test_000099,1,1,795,205,254,126,0.49606299212598426,227,107,0.4713656387665198,260,130,0.5
gsm8k_test_000100,1,1,1169,415,359,260,0.724233983286908,325,217,0.6676923076923077,376,258,0.6861702127659575
gsm8k_test_000101,1,1,481,226,167,151,0.9041916167664671,154,135,0.8766233766233766,171,150,0.8771929824561403
gsm8k_test_000102,1,0,526,359,158,255,1.6139240506329113,155,235,1.5161290322580645,167,255,1.526946107784431
gsm8k_test_000103,1,1,687,290,222,192,0.8648648648648649,206,159,0.7718446601941747,232,191,0.8232758620689655
gsm8k_test_000104,1,1,512,320,206,212,1.029126213592233,177,159,0.8983050847457628,213,210,0.9859154929577465
gsm8k_test_000105,1,1,330,192,106,117,1.1037735849056605,102,103,1.0098039215686274,111,120,1.0810810810810811
gsm8k_test_000106,1,1,926,374,279,268,0.9605734767025089,270,239,0.8851851851851852,294,259,0.8809523809523809
gsm8k_test_000107,1,1,886,596,282,397,1.4078014184397163,280,352,1.2571428571428571,300,395,1.3166666666666667
gsm8k_test_000108,1,1,747,283,258,195,0.7558139534883721,231,163,0.7056277056277056,277,196,0.7075812274368231
gsm8k_test_000109,1,1,384,295,152,195,1.2828947368421053,128,169,1.3203125,166,195,1.1746987951807228
gsm8k_test_000110,1,1,729,215,232,131,0.5646551724137931,208,119,0.5721153846153846,236,142,0.6016949152542372
gsm8k_test_000111,1,0,1006,630,311,384,1.234726688102894,286,323,1.1293706293706294,327,392,1.198776758409786
gsm8k_test_000112,0,1,792,317,243,192,0.7901234567901234,237,168,0.7088607594936709,254,186,0.7322834645669292
gsm8k_test_000113,1,1,199,132,70,82,1.1714285714285715,66,70,1.0606060606060606,75,86,1.1466666666666667
gsm8k_test_000114,1,1,1218,594,352,332,0.9431818181818182,327,297,0.908256880733945,377,349,0.9257294429708223
gsm8k_test_000115,0,1,977,608,354,363,1.0254237288135593,302,311,1.0298013245033113,368,373,1.013586956521739
gsm8k_test_000116,1,1,451,293,156,187,1.1987179487179487,138,156,1.1304347826086956,164,190,1.1585365853658536
gsm8k_test_000117,1,1,233,327,82,194,2.3658536585365852,76,176,2.3157894736842106,86,203,2.36046511627907
gsm8k_test_000118,1,1,888,336,250,216,0.864,239,188,0.7866108786610879,262,211,0.8053435114503816
gsm8k_test_000119,0,0,997,732,433,449,1.0369515011547343,379,364,0.9604221635883905,451,461,1.0221729490022173
gsm8k_test_000120,1,1,505,156,149,93,0.6241610738255033,141,81,0.574468085106383,159,98,0.6163522012578616
gsm8k_test_000121,1,1,574,245,212,156,0.7358490566037735,199,140,0.7035175879396985,217,158,0.728110599078341
gsm8k_test_000122,1,0,609,274,208,190,0.9134615384615384,203,159,0.7832512315270936,216,176,0.8148148148148148
gsm8k_test_000123,1,1,925,333,310,222,0.7161290322580646,275,185,0.6727272727272727,312,215,0.6891025641025641
gsm8k_test_000124,1,0,449,270,143,178,1.2447552447552448,130,150,1.1538461538461537,148,178,1.2027027027027026
gsm8k_test_000125,1,1,531,258,184,167,0.907608695652174,173,144,0.8323699421965318,193,172,0.8911917098445595
gsm8k_test_000126,1,1,211,144,78,94,1.205128205128205,67,85,1.2686567164179106,78,90,1.1538461538461537
gsm8k_test_000127,1,1,558,184,179,109,0.6089385474860335,160,92,0.575,182,114,0.6263736263736264
gsm8k_test_000128,1,1,719,524,263,340,1.2927756653992395,228,275,1.206140350877193,273,334,1.2234432234432235
gsm8k_test_000129,1,1,761,374,268,231,0.8619402985074627,231,188,0.8138528138528138,282,236,0.8368794326241135
gsm8k_test_000130,1,1,306,276,112,156,1.3928571428571428,97,137,1.4123711340206186,119,167,1.403361344537815
gsm8k_test_000131,1,1,324,132,99,80,0.8080808080808081,86,60,0.6976744186046512,103,86,0.8349514563106796
gsm8k_test_000132,1,1,728,179,211,134,0.6350710900473934,205,121,0.5902439024390244,218,124,0.5688073394495413
gsm8k_test_000133,1,1,760,323,222,204,0.918918918918919,206,166,0.8058252427184466,235,204,0.8680851063829788
gsm8k_test_000134,1,1,415,161,140,92,0.6571428571428571,123,80,0.6504065040650406,144,95,0.6597222222222222
gsm8k_test_000135,1,1,708,354,210,198,0.9428571428571428,190,175,0.9210526315789473,218,205,0.9403669724770642
gsm8k_test_000136,1,1,486,248,145,139,0.9586206896551724,141,124,0.8794326241134752,156,136,0.8717948717948718
gsm8k_test_000137,1,1,545,410,249,271,1.0883534136546185,212,231,1.0896226415094339,261,271,1.0383141762452108
gsm8k_test_000138,1,1,625,524,190,338,1.7789473684210526,176,276,1.5681818181818181,201,342,1.7014925373134329
gsm8k_test_000139,1,0,454,220,169,133,0.7869822485207101,152,120,0.7894736842105263,179,125,0.6983240223463687
gsm8k_test_000140,1,1,577,213,210,136,0.6476190476190476,191,116,0.6073298429319371,217,139,0.6405529953917051
gsm8k_test_000141,1,1,807,335,327,229,0.7003058103975535,294,197,0.6700680272108843,338,242,0.7159763313609467
gsm8k_test_000142,1,1,355,225,117,122,1.0427350427350428,104,112,1.0769230769230769,125,131,1.048
gsm8k_test_000143,1,0,531,418,201,272,1.3532338308457712,181,249,1.3756906077348066,206,267,1.296116504854369
gsm8k_test_000144,1,1,466,510,148,310,2.0945945945945947,143,274,1.916083916083916,153,305,1.9934640522875817
gsm8k_test_000145,1,1,809,384,270,228,0.8444444444444444,246,202,0.8211382113821138,277,232,0.8375451263537906
gsm8k_test_000146,1,0,489,282,174,174,1.0,149,149,1.0,185,180,0.972972972972973
gsm8k_test_000147,1,1,1287,486,406,328,0.8078817733990148,376,275,0.7313829787234043,426,310,0.7276995305164319
gsm8k_test_000148,1,1,476,183,152,112,0.7368421052631579,140,104,0.7428571428571429,156,114,0.7307692307692307
gsm8k_test_000149,1,1,551,358,171,170,0.9941520467836257,158,149,0.9430379746835443,181,165,0.9116022099447514
gsm8k_test_000150,1,1,1112,515,352,316,0.8977272727272727,310,257,0.8290322580645161,368,308,0.8369565217391305
gsm8k_test_000151,1,1,753,780,261,487,1.8659003831417624,251,421,1.6772908366533865,280,462,1.65
gsm8k_test_000152,1,1,441,346,157,210,1.3375796178343948,140,181,1.292857142857143,168,214,1.2738095238095237
gsm8k_test_000153,1,0,1100,1082,426,750,1.7605633802816902,391,667,1.7058823529411764,449,728,1.621380846325167
gsm8k_test_000154,0,1,993,411,313,274,0.8753993610223643,302,226,0.7483443708609272,328,249,0.7591463414634146
gsm8k_test_000155,0,1,824,350,302,264,0.8741721854304636,267,214,0.8014981273408239,313,252,0.805111821086262
gsm8k_test_000156,1,1,541,269,162,165,1.0185185185185186,143,140,0.9790209790209791,171,172,1.0058479532163742
gsm8k_test_000157,1,1,1283,490,435,341,0.7839080459770115,378,282,0.746031746031746,456,345,0.756578947368421
gsm8k_test_000158,1,1,491,324,155,186,1.2,153,168,1.0980392156862746,164,196,1.1951219512195121
gsm8k_test_000159,1,0,386,170,125,122,0.976,119,123,1.0336134453781514,129,117,0.9069767441860465
gsm8k_test_000160,1,1,448,229,150,147,0.98,140,115,0.8214285714285714,157,140,0.89171974522293
gsm8k_test_000161,1,1,399,452,159,277,1.7421383647798743,154,255,1.655844155844156,168,275,1.6369047619047619
gsm8k_test_000162,0,0,827,446,276,270,0.9782608695652174,244,215,0.8811475409836066,286,274,0.958041958041958
gsm8k_test_000163,1,1,678,523,265,321,1.211320754716981,245,272,1.110204081632653,273,301,1.1025641025641026
gsm8k_test_000164,1,1,739,370,201,221,1.099502487562189,185,187,1.0108108108108107,210,225,1.0714285714285714
gsm8k_test_000165,1,1,487,207,169,146,0.863905325443787,144,114,0.7916666666666666,178,149,0.8370786516853933
gsm8k_test_000166,1,1,484,343,150,200,1.3333333333333333,144,181,1.2569444444444444,159,189,1.1886792452830188
gsm8k_test_000167,1,1,674,283,271,189,0.6974169741697417,248,158,0.6370967741935484,279,181,0.6487455197132617
gsm8k_test_000168,1,1,390,184,136,100,0.7352941176470589,128,89,0.6953125,147,108,0.7346938775510204
gsm8k_test_000169,1,1,956,195,295,146,0.49491525423728816,277,111,0.4007220216606498,307,133,0.43322475570032576
gsm8k_test_000170,1,1,443,246,165,167,1.0121212121212122,147,140,0.9523809523809523,175,161,0.92
gsm8k_test_000171,1,1,536,377,188,249,1.324468085106383,171,217,1.2690058479532165,197,253,1.284263959390863
gsm8k_test_000172,1,1,646,443,221,225,1.0180995475113122,212,210,0.9905660377358491,229,227,0.9912663755458515
gsm8k_test_000173,1,1,520,183,178,115,0.6460674157303371,148,91,0.6148648648648649,184,117,0.6358695652173914
gsm8k_test_000174,1,0,670,190,215,119,0.5534883720930233,192,104,0.5416666666666666,232,124,0.5344827586206896
gsm8k_test_000175,1,1,901,290,276,187,0.677536231884058,267,170,0.6367041198501873,298,200,0.6711409395973155
gsm8k_test_000176,1,1,449,212,138,136,0.9855072463768116,120,112,0.9333333333333333,145,150,1.0344827586206897
gsm8k_test_000177,1,1,1059,395,416,275,0.6610576923076923,352,213,0.6051136363636364,438,272,0.6210045662100456
gsm8k_test_000178,1,1,572,464,234,274,1.170940170940171,198,247,1.2474747474747474,243,281,1.1563786008230452
gsm8k_test_000179,1,1,220,160,77,110,1.4285714285714286,70,92,1.3142857142857143,81,110,1.3580246913580247
gsm8k_test_000180,1,1,616,290,180,184,1.0222222222222221,167,158,0.9461077844311377,189,175,0.9259259259259259
gsm8k_test_000181,1,1,799,243,275,159,0.5781818181818181,249,134,0.5381526104417671,294,162,0.5510204081632653
gsm8k_test_000182,1,1,853,502,327,292,0.8929663608562691,303,266,0.8778877887788779,349,308,0.8825214899713467
gsm8k_test_000183,1,1,1082,445,349,319,0.9140401146131805,318,264,0.8301886792452831,365,319,0.873972602739726
gsm8k_test_000184,0,1,1183,606,424,354,0.8349056603773585,398,332,0.8341708542713567,439,367,0.835990888382688
gsm8k_test_000185,1,1,343,126,116,75,0.646551724137931,110,66,0.6,122,79,0.6475409836065574
gsm8k_test_000186,1,0,1233,1522,423,1080,2.5531914893617023,377,894,2.3713527851458887,442,1027,2.323529411764706
gsm8k_test_000187,0,0,782,551,288,368,1.2777777777777777,250,308,1.232,302,371,1.228476821192053
gsm8k_test_000188,1,1,752,327,230,212,0.9217391304347826,217,188,0.8663594470046083,247,216,0.8744939271255061
gsm8k_test_000189,1,1,581,506,218,318,1.4587155963302751,198,261,1.3181818181818181,229,329,1.4366812227074235
gsm8k_test_000190,1,1,571,262,172,147,0.8546511627906976,149,126,0.8456375838926175,180,151,0.8388888888888889
gsm8k_test_000191,1,1,562,273,164,172,1.048780487804878,157,150,0.9554140127388535,172,172,1.0
gsm8k_test_000192,1,1,838,356,287,222,0.7735191637630662,261,186,0.7126436781609196,303,241,0.7953795379537953
gsm8k_test_000193,1,1,991,470,310,294,0.9483870967741935,286,261,0.9125874125874126,310,298,0.9612903225806452
gsm8k_test_000194,1,1,305,136,103,85,0.8252427184466019,100,75,0.75,111,88,0.7927927927927928
gsm8k_test_000195,1,1,391,182,153,118,0.7712418300653595,143,97,0.6783216783216783,159,123,0.7735849056603774
gsm8k_test_000196,1,1,453,330,134,189,1.4104477611940298,124,159,1.282258064516129,146,198,1.356164383561644
gsm8k_test_000197,1,1,320,202,108,129,1.1944444444444444,90,97,1.0777777777777777,115,134,1.1652173913043478
gsm8k_test_000198,1,1,754,311,246,203,0.8252032520325203,216,163,0.7546296296296297,261,208,0.7969348659003831
gsm8k_test_000199,1,1,849,277,284,189,0.6654929577464789,250,161,0.644,292,197,0.6746575342465754
gsm8k_test_000200,1,1,395,152,123,99,0.8048780487804879,121,86,0.7107438016528925,130,97,0.7461538461538462
gsm8k_test_000201,1,0,780,607,292,380,1.3013698630136987,239,298,1.2468619246861925,305,383,1.2557377049180327
gsm8k_test_000202,1,1,524,313,156,186,1.1923076923076923,150,165,1.1,164,187,1.1402439024390243
gsm8k_test_000203,0,1,952,412,318,296,0.9308176100628931,300,247,0.8233333333333334,332,272,0.8192771084337349
gsm8k_test_000204,1,1,506,263,183,174,0.9508196721311475,173,150,0.8670520231213873,190,184,0.968421052631579
gsm8k_test_000205,1,1,1166,559,412,371,0.9004854368932039,352,293,0.8323863636363636,425,358,0.8423529411764706
gsm8k_test_000206,1,1,585,375,210,246,1.1714285714285715,189,199,1.052910052910053,219,229,1.0456621004566211
gsm8k_test_000207,1,1,602,460,221,272,1.2307692307692308,187,219,1.1711229946524064,220,272,1.2363636363636363
gsm8k_test_000208,1,1,401,342,131,195,1.4885496183206106,126,172,1.3650793650793651,136,195,1.4338235294117647
gsm8k_test_000209,1,1,691,452,268,299,1.1156716417910448,225,242,1.0755555555555556,283,296,1.0459363957597174
gsm8k_test_000210,1,1,909,535,321,334,1.0404984423676011,284,291,1.0246478873239437,335,334,0.9970149253731343
gsm8k_test_000211,1,1,584,266,199,178,0.8944723618090452,180,161,0.8944444444444445,208,188,0.9038461538461539
gsm8k_test_000212,1,1,531,337,178,196,1.101123595505618,172,170,0.9883720930232558,186,191,1.0268817204301075
gsm8k_test_000213,1,1,499,288,177,188,1.0621468926553672,146,150,1.0273972602739727,185,188,1.0162162162162163
gsm8k_test_000214,1,1,1229,383,429,261,0.6083916083916084,398,237,0.5954773869346733,457,262,0.5733041575492341
gsm8k_test_000215,1,1,483,277,169,176,1.0414201183431953,147,141,0.9591836734693877,175,181,1.0342857142857143
gsm8k_test_000216,1,1,755,423,270,240,0.8888888888888888,223,193,0.8654708520179372,279,245,0.8781362007168458
gsm8k_test_000217,1,1,404,157,136,108,0.7941176470588235,128,97,0.7578125,138,113,0.8188405797101449
gsm8k_test_000218,1,1,811,472,281,268,0.9537366548042705,256,237,0.92578125,294,258,0.8775510204081632
gsm8k_test_000219,0,1,925,404,333,221,0.6636636636636637,292,212,0.726027397260274,345,235,0.6811594202898551
gsm8k_test_000220,1,1,544,175,163,104,0.6380368098159509,150,97,0.6466666666666666,173,113,0.653179190751445
gsm8k_test_000221,1,1,681,292,203,175,0.8620689655172413,182,152,0.8351648351648352,220,184,0.8363636363636363
gsm8k_test_000222,1,1,329,126,122,86,0.7049180327868853,106,74,0.6981132075471698,127,85,0.6692913385826772
gsm8k_test_000223,1,1,368,221,134,131,0.9776119402985075,109,105,0.963302752293578,142,141,0.9929577464788732
gsm8k_test_000224,1,1,528,157,184,101,0.5489130434782609,169,88,0.5207100591715976,189,105,0.5555555555555556
gsm8k_test_000225,1,1,624,230,181,137,0.7569060773480663,182,134,0.7362637362637363,189,142,0.7513227513227513
gsm8k_test_000226,1,1,539,259,191,186,0.9738219895287958,170,152,0.8941176470588236,194,181,0.9329896907216495
gsm8k_test_000227,1,1,633,298,254,197,0.7755905511811023,230,173,0.7521739130434782,266,202,0.7593984962406015
gsm8k_test_000228,1,1,465,368,147,224,1.5238095238095237,136,194,1.4264705882352942,155,228,1.4709677419354839
gsm8k_test_000229,0,1,655,300,238,173,0.726890756302521,212,151,0.7122641509433962,247,179,0.7246963562753036
gsm8k_test_000230,1,1,617,266,260,187,0.7192307692307692,203,132,0.6502463054187192,265,196,0.7396226415094339
gsm8k_test_000231,1,1,353,273,114,158,1.3859649122807018,107,134,1.2523364485981308,123,153,1.2439024390243902
gsm8k_test_000232,1,1,494,137,164,95,0.5792682926829268,156,74,0.47435897435897434,170,90,0.5294117647058824
gsm8k_test_000233,1,1,400,241,157,145,0.9235668789808917,137,123,0.8978102189781022,162,142,0.8765432098765432
gsm8k_test_000234,1,0,566,286,189,161,0.8518518518518519,174,150,0.8620689655172413,194,173,0.8917525773195877
gsm8k_test_000235,1,0,496,312,139,189,1.3597122302158273,136,172,1.2647058823529411,152,190,1.25
gsm8k_test_000236,1,1,963,651,327,425,1.2996941896024465,305,385,1.2622950819672132,332,427,1.286144578313253
gsm8k_test_000237,1,1,241,166,82,109,1.329268292682927,73,93,1.273972602739726,88,116,1.3181818181818181
gsm8k_test_000238,1,1,471,233,173,155,0.8959537572254336,156,136,0.8717948717948718,178,155,0.8707865168539326
gsm8k_test_000239,1,1,729,356,240,219,0.9125,198,178,0.898989898989899,257,236,0.9182879377431906
