id,en_correct,zh_correct,en_char_len,zh_char_len,qwen3-8b_en_tokens,qwen3-8b_zh_tokens,qwen3-8b_ratio
gsm8k_test_000055,1,1,278,158,101,103,1.0198019801980198
gsm8k_test_000056,1,1,421,170,124,103,0.8306451612903226
gsm8k_test_000057,1,1,688,264,202,194,0.9603960396039604
gsm8k_test_000059,1,1,470,216,135,131,0.9703703703703703
gsm8k_test_000060,1,1,417,334,147,226,1.5374149659863945
gsm8k_test_000061,1,1,353,267,133,165,1.2406015037593985
gsm8k_test_000063,1,1,798,434,268,257,0.9589552238805971
gsm8k_test_000065,1,1,361,278,130,169,1.3
gsm8k_test_000066,1,1,533,223,178,135,0.7584269662921348
gsm8k_test_000067,1,1,479,313,173,197,1.138728323699422
gsm8k_test_000068,1,1,709,271,232,149,0.6422413793103449
gsm8k_test_000069,1,1,644,360,184,218,1.184782608695652
gsm8k_test_000070,1,1,614,500,188,316,1.6808510638297873
gsm8k_test_000071,1,1,268,185,77,117,1.5194805194805194
gsm8k_test_000072,1,1,608,186,183,127,0.6939890710382514
gsm8k_test_000073,1,1,596,614,214,356,1.6635514018691588
gsm8k_test_000074,1,1,488,305,187,210,1.1229946524064172
gsm8k_test_000075,1,1,611,286,228,197,0.8640350877192983
gsm8k_test_000076,1,1,1232,571,407,369,0.9066339066339066
gsm8k_test_000077,1,1,804,292,262,169,0.6450381679389313
gsm8k_test_000078,1,1,898,599,308,385,1.25
gsm8k_test_000079,1,1,403,230,135,138,1.0222222222222221
gsm8k_test_000080,1,1,493,225,168,133,0.7916666666666666
gsm8k_test_000082,1,1,406,156,146,101,0.6917808219178082
gsm8k_test_000083,1,1,433,184,129,116,0.8992248062015504
gsm8k_test_000084,1,1,508,294,184,193,1.048913043478261
gsm8k_test_000088,1,1,493,210,180,145,0.8055555555555556
gsm8k_test_000091,1,1,671,170,239,113,0.47280334728033474
gsm8k_test_000092,1,1,679,339,246,249,1.0121951219512195
gsm8k_test_000093,1,1,940,496,342,313,0.9152046783625731
gsm8k_test_000095,1,1,417,370,163,234,1.4355828220858895
gsm8k_test_000096,1,1,404,140,132,77,0.5833333333333334
gsm8k_test_000097,1,1,831,411,242,239,0.987603305785124
gsm8k_test_000098,1,1,934,313,281,205,0.7295373665480427
gsm8k_test_000099,1,1,795,205,254,126,0.49606299212598426
gsm8k_test_000100,1,1,1169,415,359,260,0.724233983286908
gsm8k_test_000101,1,1,481,226,167,151,0.9041916167664671
gsm8k_test_000103,1,1,687,290,222,192,0.8648648648648649
gsm8k_test_000104,1,1,512,320,206,212,1.029126213592233
gsm8k_test_000105,1,1,330,192,106,117,1.1037735849056605
gsm8k_test_000106,1,1,926,374,279,268,0.9605734767025089
gsm8k_test_000107,1,1,886,596,282,397,1.4078014184397163
gsm8k_test_000108,1,1,747,283,258,195,0.7558139534883721
gsm8k_test_000109,1,1,384,295,152,195,1.2828947368421053
gsm8k_test_000110,1,1,729,215,232,131,0.5646551724137931
gsm8k_test_000113,1,1,199,132,70,82,1.1714285714285715
gsm8k_test_000114,1,1,1218,594,352,332,0.9431818181818182
gsm8k_test_000116,1,1,451,293,156,187,1.1987179487179487
gsm8k_test_000117,1,1,233,327,82,194,2.3658536585365852
gsm8k_test_000118,1,1,888,336,250,216,0.864
gsm8k_test_000120,1,1,505,156,149,93,0.6241610738255033
gsm8k_test_000121,1,1,574,245,212,156,0.7358490566037735
gsm8k_test_000123,1,1,925,333,310,222,0.7161290322580646
gsm8k_test_000125,1,1,531,258,184,167,0.907608695652174
gsm8k_test_000126,1,1,211,144,78,94,1.205128205128205
gsm8k_test_000127,1,1,558,184,179,109,0.6089385474860335
gsm8k_test_000128,1,1,719,524,263,340,1.2927756653992395
gsm8k_test_000129,1,1,761,374,268,231,0.8619402985074627
gsm8k_test_000130,1,1,306,276,112,156,1.3928571428571428
gsm8k_test_000131,1,1,324,132,99,80,0.8080808080808081
gsm8k_test_000132,1,1,728,179,211,134,0.6350710900473934
gsm8k_test_000133,1,1,760,323,222,204,0.918918918918919
gsm8k_test_000134,1,1,415,161,140,92,0.6571428571428571
gsm8k_test_000135,1,1,708,354,210,198,0.9428571428571428
gsm8k_test_000136,1,1,486,248,145,139,0.9586206896551724
gsm8k_test_000137,1,1,545,410,249,271,1.0883534136546185
gsm8k_test_000138,1,1,625,524,190,338,1.7789473684210526
gsm8k_test_000140,1,1,577,213,210,136,0.6476190476190476
gsm8k_test_000141,1,1,807,335,327,229,0.7003058103975535
gsm8k_test_000142,1,1,355,225,117,122,1.0427350427350428
gsm8k_test_000144,1,1,466,510,148,310,2.0945945945945947
gsm8k_test_000145,1,1,809,384,270,228,0.8444444444444444
gsm8k_test_000147,1,1,1287,486,406,328,0.8078817733990148
gsm8k_test_000148,1,1,476,183,152,112,0.7368421052631579
gsm8k_test_000149,1,1,551,358,171,170,0.9941520467836257
gsm8k_test_000150,1,1,1112,515,352,316,0.8977272727272727
gsm8k_test_000151,1,1,753,780,261,487,1.8659003831417624
gsm8k_test_000152,1,1,441,346,157,210,1.3375796178343948
gsm8k_test_000156,1,1,541,269,162,165,1.0185185185185186
gsm8k_test_000157,1,1,1283,490,435,341,0.7839080459770115
gsm8k_test_000158,1,1,491,324,155,186,1.2
gsm8k_test_000160,1,1,448,229,150,147,0.98
gsm8k_test_000161,1,1,399,452,159,277,1.7421383647798743
gsm8k_test_000163,1,1,678,523,265,321,1.211320754716981
gsm8k_test_000164,1,1,739,370,201,221,1.099502487562189
gsm8k_test_000165,1,1,487,207,169,146,0.863905325443787
gsm8k_test_000166,1,1,484,343,150,200,1.3333333333333333
gsm8k_test_000167,1,1,674,283,271,189,0.6974169741697417
gsm8k_test_000168,1,1,390,184,136,100,0.7352941176470589
gsm8k_test_000169,1,1,956,195,295,146,0.49491525423728816
gsm8k_test_000170,1,1,443,246,165,167,1.0121212121212122
gsm8k_test_000171,1,1,536,377,188,249,1.324468085106383
gsm8k_test_000172,1,1,646,443,221,225,1.0180995475113122
gsm8k_test_000173,1,1,520,183,178,115,0.6460674157303371
gsm8k_test_000175,1,1,901,290,276,187,0.677536231884058
gsm8k_test_000176,1,1,449,212,138,136,0.9855072463768116
gsm8k_test_000177,1,1,1059,395,416,275,0.6610576923076923
gsm8k_test_000178,1,1,572,464,234,274,1.170940170940171
gsm8k_test_000179,1,1,220,160,77,110,1.4285714285714286
gsm8k_test_000180,1,1,616,290,180,184,1.0222222222222221
gsm8k_test_000181,1,1,799,243,275,159,0.5781818181818181
gsm8k_test_000182,1,1,853,502,327,292,0.8929663608562691
gsm8k_test_000183,1,1,1082,445,349,319,0.9140401146131805
gsm8k_test_000185,1,1,343,126,116,75,0.646551724137931
gsm8k_test_000188,1,1,752,327,230,212,0.9217391304347826
gsm8k_test_000189,1,1,581,506,218,318,1.4587155963302751
gsm8k_test_000190,1,1,571,262,172,147,0.8546511627906976
gsm8k_test_000191,1,1,562,273,164,172,1.048780487804878
gsm8k_test_000192,1,1,838,356,287,222,0.7735191637630662
gsm8k_test_000193,1,1,991,470,310,294,0.9483870967741935
gsm8k_test_000194,1,1,305,136,103,85,0.8252427184466019
gsm8k_test_000195,1,1,391,182,153,118,0.7712418300653595
gsm8k_test_000196,1,1,453,330,134,189,1.4104477611940298
gsm8k_test_000197,1,1,320,202,108,129,1.1944444444444444
gsm8k_test_000198,1,1,754,311,246,203,0.8252032520325203
gsm8k_test_000199,1,1,849,277,284,189,0.6654929577464789
gsm8k_test_000200,1,1,395,152,123,99,0.8048780487804879
gsm8k_test_000202,1,1,524,313,156,186,1.1923076923076923
gsm8k_test_000204,1,1,506,263,183,174,0.9508196721311475
gsm8k_test_000205,1,1,1166,559,412,371,0.9004854368932039
gsm8k_test_000206,1,1,585,375,210,246,1.1714285714285715
gsm8k_test_000207,1,1,602,460,221,272,1.2307692307692308
gsm8k_test_000208,1,1,401,342,131,195,1.4885496183206106
gsm8k_test_000209,1,1,691,452,268,299,1.1156716417910448
gsm8k_test_000210,1,1,909,535,321,334,1.0404984423676011
gsm8k_test_000211,1,1,584,266,199,178,0.8944723618090452
gsm8k_test_000212,1,1,531,337,178,196,1.101123595505618
gsm8k_test_000213,1,1,499,288,177,188,1.0621468926553672
gsm8k_test_000214,1,1,1229,383,429,261,0.6083916083916084
gsm8k_test_000215,1,1,483,277,169,176,1.0414201183431953
gsm8k_test_000216,1,1,755,423,270,240,0.8888888888888888
gsm8k_test_000217,1,1,404,157,136,108,0.7941176470588235
gsm8k_test_000218,1,1,811,472,281,268,0.9537366548042705
gsm8k_test_000220,1,1,544,175,163,104,0.6380368098159509
gsm8k_test_000221,1,1,681,292,203,175,0.8620689655172413
gsm8k_test_000222,1,1,329,126,122,86,0.7049180327868853
gsm8k_test_000223,1,1,368,221,134,131,0.9776119402985075
gsm8k_test_000224,1,1,528,157,184,101,0.5489130434782609
gsm8k_test_000225,1,1,624,230,181,137,0.7569060773480663
gsm8k_test_000226,1,1,539,259,191,186,0.9738219895287958
gsm8k_test_000227,1,1,633,298,254,197,0.7755905511811023
gsm8k_test_000228,1,1,465,368,147,224,1.5238095238095237
gsm8k_test_000230,1,1,617,266,260,187,0.7192307692307692
gsm8k_test_000231,1,1,353,273,114,158,1.3859649122807018
gsm8k_test_000232,1,1,494,137,164,95,0.5792682926829268
gsm8k_test_000233,1,1,400,241,157,145,0.9235668789808917
gsm8k_test_000236,1,1,963,651,327,425,1.2996941896024465
gsm8k_test_000237,1,1,241,166,82,109,1.329268292682927
gsm8k_test_000238,1,1,471,233,173,155,0.8959537572254336
gsm8k_test_000239,1,1,729,356,240,219,0.9125
gsm8k_test_000240,1,1,639,504,229,263,1.148471615720524
gsm8k_test_000242,1,1,915,231,295,168,0.5694915254237288
gsm8k_test_000243,1,1,662,339,203,203,1.0
gsm8k_test_000244,1,1,912,445,335,274,0.817910447761194
gsm8k_test_000246,1,1,872,464,343,286,0.8338192419825073
gsm8k_test_000247,1,1,233,234,80,148,1.85
gsm8k_test_000248,1,1,355,173,118,105,0.8898305084745762
gsm8k_test_000249,1,1,971,474,342,323,0.9444444444444444
gsm8k_test_000250,1,1,885,468,308,299,0.9707792207792207
gsm8k_test_000251,1,1,301,123,93,71,0.7634408602150538
gsm8k_test_000253,1,1,311,176,109,110,1.0091743119266054
gsm8k_test_000254,1,1,595,302,195,183,0.9384615384615385
gsm8k_test_000256,1,1,526,380,217,251,1.1566820276497696
gsm8k_test_000257,1,1,668,424,233,273,1.1716738197424892
gsm8k_test_000258,1,1,282,240,109,142,1.3027522935779816
gsm8k_test_000259,1,1,1219,418,449,247,0.5501113585746102
gsm8k_test_000260,1,1,574,308,184,178,0.967391304347826
gsm8k_test_000261,1,1,397,250,138,164,1.1884057971014492
gsm8k_test_000262,1,1,284,165,100,102,1.02
gsm8k_test_000263,1,1,537,386,182,198,1.0879120879120878
gsm8k_test_000264,1,1,394,194,160,107,0.66875
gsm8k_test_000266,1,1,812,484,375,326,0.8693333333333333
gsm8k_test_000267,1,1,892,438,324,292,0.9012345679012346
gsm8k_test_000268,1,1,621,250,198,156,0.7878787878787878
gsm8k_test_000269,1,1,458,237,148,134,0.9054054054054054
gsm8k_test_000270,1,1,452,342,174,209,1.2011494252873562
gsm8k_test_000271,1,1,698,362,213,237,1.1126760563380282
gsm8k_test_000272,1,1,342,234,142,150,1.056338028169014
gsm8k_test_000273,1,1,1208,421,384,281,0.7317708333333334
gsm8k_test_000274,1,1,662,142,206,90,0.4368932038834951
gsm8k_test_000275,1,1,1067,534,374,331,0.8850267379679144
gsm8k_test_000276,1,1,936,435,326,248,0.7607361963190185
gsm8k_test_000277,1,1,681,273,213,159,0.7464788732394366
gsm8k_test_000278,1,1,303,260,102,157,1.5392156862745099
gsm8k_test_000279,1,1,831,272,310,183,0.5903225806451613
gsm8k_test_000280,1,1,523,216,188,137,0.7287234042553191
gsm8k_test_000281,1,1,668,403,256,286,1.1171875
gsm8k_test_000282,1,1,619,326,204,209,1.0245098039215685
gsm8k_test_000283,1,1,880,301,255,195,0.7647058823529411
gsm8k_test_000284,1,1,725,383,265,247,0.9320754716981132
gsm8k_test_000285,1,1,214,139,76,85,1.118421052631579
gsm8k_test_000286,1,1,555,303,195,180,0.9230769230769231
gsm8k_test_000287,1,1,891,351,300,262,0.8733333333333333
gsm8k_test_000288,1,1,441,254,142,158,1.1126760563380282
gsm8k_test_000289,1,1,477,354,158,212,1.3417721518987342
gsm8k_test_000290,1,1,610,393,209,251,1.200956937799043
gsm8k_test_000291,1,1,727,335,206,196,0.9514563106796117
gsm8k_test_000292,1,1,764,388,237,233,0.9831223628691983
gsm8k_test_000295,1,1,489,303,227,206,0.9074889867841409
gsm8k_test_000296,1,1,935,572,312,331,1.060897435897436
gsm8k_test_000297,1,1,500,309,164,215,1.3109756097560976
gsm8k_test_000299,1,1,565,734,199,450,2.2613065326633164
gsm8k_test_000300,1,1,339,261,102,143,1.4019607843137254
gsm8k_test_000301,1,1,1060,288,262,185,0.7061068702290076
gsm8k_test_000302,1,1,368,211,141,136,0.9645390070921985
gsm8k_test_000305,1,1,201,135,78,79,1.0128205128205128
gsm8k_test_000307,1,1,781,535,249,342,1.3734939759036144
gsm8k_test_000308,1,1,667,355,201,211,1.0497512437810945
gsm8k_test_000309,1,1,707,473,220,268,1.2181818181818183
gsm8k_test_000311,1,1,670,285,197,185,0.9390862944162437
gsm8k_test_000312,1,1,435,167,156,98,0.6282051282051282
gsm8k_test_000313,1,1,1002,559,338,364,1.0769230769230769
gsm8k_test_000314,1,1,579,364,209,234,1.1196172248803828
gsm8k_test_000316,1,1,376,241,134,153,1.1417910447761195
gsm8k_test_000317,1,1,645,341,232,186,0.8017241379310345
gsm8k_test_000318,1,1,738,180,248,124,0.5
gsm8k_test_000319,1,1,482,218,151,133,0.8807947019867549
gsm8k_test_000320,1,1,911,304,310,191,0.6161290322580645
gsm8k_test_000321,1,1,423,147,139,78,0.5611510791366906
gsm8k_test_000322,1,1,661,224,216,144,0.6666666666666666
gsm8k_test_000323,1,1,731,419,229,259,1.1310043668122272
gsm8k_test_000324,1,1,514,329,166,187,1.1265060240963856
gsm8k_test_000325,1,1,1137,561,357,320,0.896358543417367
gsm8k_test_000326,1,1,646,258,223,170,0.7623318385650224
gsm8k_test_000327,1,1,681,327,257,202,0.7859922178988327
gsm8k_test_000329,1,1,224,129,80,81,1.0125
gsm8k_test_000330,1,1,639,508,203,316,1.5566502463054188
gsm8k_test_000332,1,1,447,271,158,159,1.0063291139240507
gsm8k_test_000333,1,1,538,464,204,299,1.4656862745098038
gsm8k_test_000334,1,1,237,191,82,122,1.4878048780487805
gsm8k_test_000335,1,1,543,194,174,127,0.7298850574712644
gsm8k_test_000336,1,1,351,379,125,236,1.888
gsm8k_test_000337,1,1,404,323,141,174,1.2340425531914894
gsm8k_test_000338,1,1,432,278,163,189,1.1595092024539877
gsm8k_test_000341,1,1,1028,380,342,312,0.9122807017543859
gsm8k_test_000342,1,1,497,154,149,92,0.6174496644295302
gsm8k_test_000343,1,1,651,228,218,143,0.6559633027522935
gsm8k_test_000344,1,1,345,265,120,165,1.375
gsm8k_test_000345,1,1,490,306,163,200,1.2269938650306749
gsm8k_test_000346,1,1,652,321,197,197,1.0
gsm8k_test_000347,1,1,350,189,125,116,0.928
gsm8k_test_000349,1,1,511,318,174,200,1.1494252873563218
gsm8k_test_000350,1,1,532,262,163,160,0.9815950920245399
gsm8k_test_000351,1,1,733,227,226,146,0.6460176991150443
gsm8k_test_000352,1,1,585,259,174,180,1.0344827586206897
gsm8k_test_000353,1,1,687,566,249,343,1.3775100401606426
gsm8k_test_000354,1,1,495,474,171,295,1.7251461988304093
gsm8k_test_000355,1,1,483,288,141,170,1.2056737588652482
gsm8k_test_000356,1,1,403,266,129,169,1.310077519379845
gsm8k_test_000358,1,1,263,235,105,151,1.438095238095238
gsm8k_test_000359,1,1,1006,508,313,325,1.038338658146965
gsm8k_test_000360,1,1,384,222,137,147,1.072992700729927
gsm8k_test_000361,1,1,1094,415,343,285,0.8309037900874635
gsm8k_test_000362,1,1,864,382,281,249,0.8861209964412812
gsm8k_test_000365,1,1,459,159,148,92,0.6216216216216216
gsm8k_test_000366,1,1,490,155,142,89,0.6267605633802817
gsm8k_test_000369,1,1,672,479,251,301,1.199203187250996
gsm8k_test_000370,1,1,434,287,140,175,1.25
gsm8k_test_000371,1,1,648,262,230,160,0.6956521739130435
gsm8k_test_000372,1,1,299,220,93,125,1.3440860215053763
gsm8k_test_000373,1,1,470,237,164,153,0.9329268292682927
gsm8k_test_000374,1,1,413,259,151,164,1.086092715231788
gsm8k_test_000375,1,1,417,168,130,107,0.823076923076923
gsm8k_test_000376,1,1,380,367,128,212,1.65625
gsm8k_test_000377,1,1,948,381,277,255,0.9205776173285198
gsm8k_test_000378,1,1,665,298,217,204,0.9400921658986175
gsm8k_test_000379,1,1,254,160,88,97,1.1022727272727273
gsm8k_test_000381,1,1,757,307,249,184,0.7389558232931727
gsm8k_test_000384,1,1,695,286,246,173,0.7032520325203252
gsm8k_test_000385,1,1,785,280,248,178,0.717741935483871
gsm8k_test_000387,1,1,357,190,126,125,0.9920634920634921
gsm8k_test_000388,1,1,457,176,146,93,0.636986301369863
gsm8k_test_000390,1,1,445,135,142,85,0.5985915492957746
gsm8k_test_000391,1,1,947,366,324,232,0.7160493827160493
gsm8k_test_000392,1,1,917,474,280,282,1.0071428571428571
gsm8k_test_000393,1,1,797,262,262,162,0.6183206106870229
gsm8k_test_000394,1,1,669,325,209,221,1.0574162679425838
gsm8k_test_000395,1,1,573,245,200,165,0.825
gsm8k_test_000396,1,1,846,259,280,146,0.5214285714285715
gsm8k_test_000397,1,1,301,151,108,92,0.8518518518518519
gsm8k_test_000398,1,1,616,269,234,177,0.7564102564102564
gsm8k_test_000399,1,1,532,192,197,112,0.5685279187817259
gsm8k_test_000400,1,1,343,238,97,143,1.4742268041237114
gsm8k_test_000401,1,1,542,394,180,237,1.3166666666666667
gsm8k_test_000402,1,1,948,269,301,174,0.5780730897009967
gsm8k_test_000405,1,1,805,498,249,322,1.2931726907630523
gsm8k_test_000407,1,1,820,333,286,236,0.8251748251748252
gsm8k_test_000409,1,1,1276,565,452,372,0.8230088495575221
gsm8k_test_000410,1,1,735,482,307,317,1.0325732899022801
gsm8k_test_000411,1,1,510,299,186,186,1.0
gsm8k_test_000412,1,1,252,161,79,98,1.240506329113924
gsm8k_test_000413,1,1,764,546,241,355,1.4730290456431536
gsm8k_test_000414,1,1,372,307,139,194,1.39568345323741
gsm8k_test_000415,1,1,1211,681,452,443,0.9800884955752213
gsm8k_test_000416,1,1,798,350,322,238,0.7391304347826086
gsm8k_test_000418,1,1,849,305,313,167,0.5335463258785943
gsm8k_test_000419,1,1,759,137,235,97,0.4127659574468085
gsm8k_test_000420,1,1,530,269,183,169,0.9234972677595629
gsm8k_test_000421,1,1,589,262,212,172,0.8113207547169812
gsm8k_test_000424,1,1,665,232,223,159,0.7130044843049327
gsm8k_test_000425,1,1,784,331,272,240,0.8823529411764706
gsm8k_test_000429,1,1,403,179,134,98,0.7313432835820896
gsm8k_test_000430,1,1,424,316,190,199,1.0473684210526315
gsm8k_test_000431,1,1,542,142,171,90,0.5263157894736842
gsm8k_test_000432,1,1,569,312,197,212,1.0761421319796953
gsm8k_test_000433,1,1,641,327,215,195,0.9069767441860465
gsm8k_test_000435,1,1,271,158,100,106,1.06
gsm8k_test_000436,1,1,453,194,160,120,0.75
gsm8k_test_000437,1,1,492,313,151,189,1.2516556291390728
gsm8k_test_000438,1,1,664,414,217,261,1.2027649769585254
gsm8k_test_000439,1,1,705,537,207,304,1.4685990338164252
gsm8k_test_000440,1,1,1146,453,389,286,0.7352185089974294
gsm8k_test_000441,1,1,586,384,192,246,1.28125
gsm8k_test_000442,1,1,788,278,264,193,0.7310606060606061
gsm8k_test_000444,1,1,472,270,174,162,0.9310344827586207
gsm8k_test_000445,1,1,834,495,260,315,1.2115384615384615
gsm8k_test_000446,1,1,474,313,161,210,1.3043478260869565
gsm8k_test_000447,1,1,268,179,100,117,1.17
gsm8k_test_000448,1,1,881,313,295,208,0.7050847457627119
gsm8k_test_000449,1,1,595,224,179,131,0.7318435754189944
gsm8k_test_000450,1,1,739,471,253,330,1.3043478260869565
gsm8k_test_000451,1,1,810,397,243,247,1.0164609053497942
gsm8k_test_000453,1,1,334,243,150,165,1.1
gsm8k_test_000455,1,1,681,380,243,271,1.1152263374485596
gsm8k_test_000456,1,1,687,381,256,238,0.9296875
gsm8k_test_000457,1,1,581,258,198,163,0.8232323232323232
gsm8k_test_000458,1,1,594,285,180,173,0.9611111111111111
gsm8k_test_000459,1,1,921,500,313,338,1.0798722044728435
gsm8k_test_000460,1,1,842,209,220,126,0.5727272727272728
gsm8k_test_000461,1,1,615,306,215,176,0.8186046511627907
gsm8k_test_000462,1,1,169,118,65,67,1.0307692307692307
gsm8k_test_000463,1,1,395,156,133,95,0.7142857142857143
gsm8k_test_000465,1,1,633,252,210,175,0.8333333333333334
gsm8k_test_000467,1,1,712,326,239,205,0.8577405857740585
gsm8k_test_000468,1,1,764,431,271,286,1.055350553505535
gsm8k_test_000469,1,1,561,151,165,92,0.5575757575757576
gsm8k_test_000470,1,1,562,212,174,132,0.7586206896551724
gsm8k_test_000471,1,1,678,365,244,219,0.8975409836065574
gsm8k_test_000472,1,1,467,294,158,176,1.1139240506329113
gsm8k_test_000473,1,1,828,235,275,149,0.5418181818181819
gsm8k_test_000474,1,1,412,221,122,132,1.0819672131147542
gsm8k_test_000475,1,1,663,428,186,248,1.3333333333333333
gsm8k_test_000476,1,1,407,227,131,134,1.0229007633587786
gsm8k_test_000477,1,1,780,401,237,257,1.0843881856540085
gsm8k_test_000478,1,1,478,317,154,201,1.3051948051948052
gsm8k_test_000479,1,1,640,425,247,255,1.0323886639676114
gsm8k_test_000480,1,1,328,309,112,166,1.4821428571428572
gsm8k_test_000481,1,1,545,221,191,152,0.7958115183246073
gsm8k_test_000482,1,1,382,189,125,106,0.848
gsm8k_test_000483,1,1,457,500,167,278,1.6646706586826348
gsm8k_test_000484,1,1,472,237,157,139,0.8853503184713376
gsm8k_test_000485,1,1,351,161,119,102,0.8571428571428571
gsm8k_test_000486,1,1,499,211,159,128,0.8050314465408805
gsm8k_test_000487,1,1,835,442,285,279,0.9789473684210527
gsm8k_test_000488,1,1,431,242,149,142,0.9530201342281879
gsm8k_test_000489,1,1,320,297,107,171,1.5981308411214954
gsm8k_test_000490,1,1,210,140,67,81,1.208955223880597
gsm8k_test_000491,1,1,308,208,102,124,1.2156862745098038
gsm8k_test_000492,1,1,361,135,106,83,0.7830188679245284
gsm8k_test_000493,1,1,521,433,188,290,1.5425531914893618
gsm8k_test_000495,1,1,490,207,151,112,0.7417218543046358
gsm8k_test_000496,1,1,547,303,173,184,1.0635838150289016
gsm8k_test_000497,1,1,527,230,165,138,0.8363636363636363
gsm8k_test_000498,1,1,498,262,154,181,1.1753246753246753
gsm8k_test_000499,1,1,448,363,183,239,1.3060109289617485
gsm8k_test_000500,1,1,715,588,252,350,1.3888888888888888
gsm8k_test_000501,1,1,285,257,118,154,1.305084745762712
gsm8k_test_000502,1,1,365,251,127,146,1.1496062992125984
gsm8k_test_000504,1,1,621,288,214,198,0.9252336448598131
gsm8k_test_000507,1,1,832,326,279,201,0.7204301075268817
gsm8k_test_000508,1,1,886,357,292,239,0.8184931506849316
gsm8k_test_000509,1,1,696,188,222,102,0.4594594594594595
gsm8k_test_000511,1,1,186,157,79,95,1.2025316455696202
gsm8k_test_000512,1,1,401,178,126,118,0.9365079365079365
gsm8k_test_000513,1,1,502,275,217,182,0.8387096774193549
gsm8k_test_000514,1,1,401,231,181,165,0.9116022099447514
gsm8k_test_000516,1,1,365,281,110,166,1.509090909090909
gsm8k_test_000517,1,1,539,240,163,139,0.852760736196319
gsm8k_test_000518,1,1,580,303,220,193,0.8772727272727273
gsm8k_test_000520,1,1,441,242,154,158,1.025974025974026
gsm8k_test_000521,1,1,748,278,223,196,0.8789237668161435
gsm8k_test_000522,1,1,624,265,203,180,0.8866995073891626
gsm8k_test_000523,1,1,444,182,145,120,0.8275862068965517
gsm8k_test_000525,1,1,940,255,279,162,0.5806451612903226
gsm8k_test_000526,1,1,517,496,167,315,1.8862275449101797
gsm8k_test_000527,1,1,758,400,248,246,0.9919354838709677
gsm8k_test_000528,1,1,660,544,257,365,1.4202334630350195
gsm8k_test_000529,1,1,721,364,225,206,0.9155555555555556
gsm8k_test_000531,1,1,549,315,188,189,1.0053191489361701
gsm8k_test_000532,1,1,934,517,371,328,0.8840970350404312
